x,p,U_0,U_1,U_2
-5,99265,0,0,0
-4.94975,99249.6,-0.999235,0,0
-4.8995,96155.6,-0.249247,0,0
-4.84925,93097.6,0.501825,0,0
-4.79899,92396.5,1.32414,0,0
-4.74874,91692.4,2.17906,0,0
-4.69849,90874.2,4.30574,0,0
-4.64824,90204.7,6.26539,0,0
-4.59799,93637.7,3.61964,0,0
-4.54774,97005.3,1.05993,0,0
-4.49749,98988,0.326011,0,0
-4.44724,100908,-0.378757,0,0
-4.39698,101744,-0.582696,0,0
-4.34673,102279,-0.570022,0,0
-4.29648,98471.3,2.55854,0,0
-4.24623,94668,5.27018,0,0
-4.19598,90915.5,2.83965,0,0
-4.14573,87343.8,0.0453789,0,0
-4.09548,85717.9,-6.66456,0,0
-4.04523,84463,-13.2604,0,0
-3.99497,86743.5,-18.7693,0,0
-3.94472,89238,-23.2248,0,0
-3.89447,93556.3,-18.7013,0,0
-3.84422,97750,-15.5595,0,0
-3.79397,100985,-23.0504,0,0
-3.74372,101597,-34.3549,0,0
-3.69347,83856.5,-72.355,0,0
-3.64322,66616.9,-113.149,0,0
-3.59296,52589.5,-171.846,0,0
-3.54271,40286.8,-221.683,0,0
-3.49246,38154.4,-219.286,0,0
-3.44221,36360.9,-216.753,0,0
-3.39196,36415.4,-213.481,0,0
-3.34171,36507.8,-210.606,0,0
-3.29146,36791.8,-209.733,0,0
-3.24121,37030.3,-208.96,0,0
-3.19095,37053.8,-208.654,0,0
-3.1407,37198.8,-208.717,0,0
-3.09045,37878.8,-210.404,0,0
-3.0402,38659.9,-213.066,0,0
-2.98995,39858.1,-219.751,0,0
-2.9397,40992.1,-225.546,0,0
-2.88945,41876.7,-227.886,0,0
-2.8392,42571.7,-229.599,0,0
-2.78894,42574.2,-229.03,0,0
-2.73869,42649.1,-228.322,0,0
-2.68844,42973.2,-227.139,0,0
-2.63819,43133.4,-225.617,0,0
-2.58794,42759.7,-222.99,0,0
-2.53769,42496.9,-220.44,0,0
-2.48744,42575.5,-218.127,0,0
-2.43719,42612.6,-216.095,0,0
-2.38693,42528.6,-214.884,0,0
-2.33668,42549.5,-213.768,0,0
-2.28643,42861.2,-212.915,0,0
-2.23618,43045.8,-211.789,0,0
-2.18593,42895.5,-209.946,0,0
-2.13568,42785.9,-207.922,0,0
-2.08543,42778.4,-205.447,0,0
-2.03518,42754.5,-203.229,0,0
-1.98492,42691.7,-201.626,0,0
-1.93467,42734.5,-200.31,0,0
-1.88442,43017.9,-199.651,0,0
-1.83417,43268.9,-199.097,0,0
-1.78392,43449.4,-198.773,0,0
-1.73367,43789.8,-199.033,0,0
-1.68342,44462.3,-200.504,0,0
-1.63317,45044,-201.691,0,0
-1.58291,45445.7,-202.314,0,0
-1.53266,45803.1,-202.514,0,0
-1.48241,46076.4,-201.913,0,0
-1.43216,46275.6,-200.999,0,0
-1.38191,46339.9,-199.517,0,0
-1.33166,46253.6,-197.261,0,0
-1.28141,45905.2,-193.66,0,0
-1.23116,45599.6,-190.321,0,0
-1.1809,45365.4,-187.417,0,0
-1.13065,45291.1,-185.262,0,0
-1.0804,45471.9,-184.303,0,0
-1.03015,45799.4,-184.349,0,0
-0.979899,46351.5,-185.938,0,0
-0.929648,47616.3,-190.838,0,0
-0.879397,49928,-200.603,0,0
-0.829146,51866.3,-208.324,0,0
-0.778894,53278.3,-213.163,0,0
-0.728643,54227.4,-215.819,0,0
-0.678392,54550.4,-215.521,0,0
-0.628141,54822,-214.925,0,0
-0.577889,55026.7,-213.943,0,0
-0.527638,55122.2,-212.451,0,0
-0.477387,55081.6,-210.324,0,0
-0.427136,54372,-205.191,0,0
-0.376884,52861.2,-196.459,0,0
-0.326633,50980.7,-185.634,0,0
-0.276382,48674.8,-172.403,0,0
-0.226131,47024.5,-162.366,0,0
-0.175879,46098.7,-155.86,0,0
-0.125628,45575.9,-151.427,0,0
-0.0753769,45481.1,-149.194,0,0
-0.0251256,45501.3,-147.535,0,0
0.0251256,45638.7,-146.459,0,0
0.0753769,45779.1,-145.503,0,0
0.125628,45922.2,-144.664,0,0
0.175879,46027.1,-143.545,0,0
0.226131,46096,-142.164,0,0
0.276382,46088.7,-140.479,0,0
0.326633,46012.6,-138.519,0,0
0.376884,45968.8,-136.645,0,0
0.427136,45953.3,-134.844,0,0
0.477387,46033.2,-133.55,0,0
0.527638,46192.9,-132.681,0,0
0.577889,46384.1,-132.046,0,0
0.628141,46600.6,-131.601,0,0
0.678392,46838.2,-131.221,0,0
0.728643,47091.9,-130.891,0,0
0.778894,47385.8,-130.739,0,0
0.829146,47709.2,-130.717,0,0
0.879397,48048,-130.761,0,0
0.929648,48397.8,-130.852,0,0
0.979899,48717.8,-130.779,0,0
1.03015,49017.7,-130.595,0,0
1.0804,49282.4,-130.211,0,0
1.13065,49524.1,-129.697,0,0
1.1809,49661.9,-128.59,0,0
1.23116,49734.8,-127.111,0,0
1.28141,49535.1,-124.512,0,0
1.33166,49172,-121.241,0,0
1.38191,48712.1,-117.269,0,0
1.43216,48196.5,-112.895,0,0
1.48241,47810.6,-109.313,0,0
1.53266,47496,-106.169,0,0
1.58291,47345.7,-103.689,0,0
1.63317,47282,-101.559,0,0
1.68342,47270.5,-99.8221,0,0
1.73367,47285.3,-98.283,0,0
1.78392,47432.8,-97.2939,0,0
1.83417,47644.3,-96.5696,0,0
1.88442,47863.7,-96.0721,0,0
1.93467,48086.9,-95.6789,0,0
1.98492,48349,-95.3618,0,0
2.03518,48628.4,-95.078,0,0
2.08543,48904.8,-94.6895,0,0
2.13568,49180,-94.2572,0,0
2.18593,49359.6,-93.5518,0,0
2.23618,49501.1,-92.7376,0,0
2.28643,49541.7,-90.9974,0,0
2.33668,49544,-88.9059,0,0
2.38693,49318.4,-86.5793,0,0
2.43719,49010.7,-84.1679,0,0
2.48744,48960.6,-81.6484,0,0
2.53769,48998.5,-79.0918,0,0
2.58794,48759.6,-77.1172,0,0
2.63819,48430.7,-75.3315,0,0
2.68844,48583.7,-73.7376,0,0
2.73869,48884.7,-72.2027,0,0
2.78894,48800.7,-70.6928,0,0
2.8392,48605,-69.1901,0,0
