x,p,U_0,U_1,U_2
-5,70287.1,0,0,0
-4.94975,70288.7,5.43396,0,0
-4.8995,70624.2,9.99664,0,0
-4.84925,70958.8,14.5803,0,0
-4.79899,71229.1,20.5435,0,0
-4.74874,71505.9,26.5219,0,0
-4.69849,72035.8,33.0895,0,0
-4.64824,72568.1,39.6665,0,0
-4.59799,73162.8,46.4986,0,0
-4.54774,73746.4,53.295,0,0
-4.49749,74090.8,59.3331,0,0
-4.44724,74416.5,65.3045,0,0
-4.39698,74421.1,70.1306,0,0
-4.34673,74400.3,74.8856,0,0
-4.29648,74013.6,78.6168,0,0
-4.24623,73600.8,82.2538,0,0
-4.19598,72866.7,84.7293,0,0
-4.14573,72125.4,87.1706,0,0
-4.09548,71306.7,89.2452,0,0
-4.04523,70493.1,91.3326,0,0
-3.99497,69728.7,93.5413,0,0
-3.94472,68971.9,95.7726,0,0
-3.89447,68279.3,98.196,0,0
-3.84422,67591.1,100.631,0,0
-3.79397,66935.7,103.155,0,0
-3.74372,66281.8,105.68,0,0
-3.69347,65637.7,108.211,0,0
-3.64322,64994,110.739,0,0
-3.59296,64352.6,113.248,0,0
-3.54271,63712.9,115.757,0,0
-3.49246,63083.1,118.264,0,0
-3.44221,62453.4,120.768,0,0
-3.39196,61824.4,123.261,0,0
-3.34171,61200.6,125.759,0,0
-3.29146,60603.5,128.282,0,0
-3.24121,60001.2,130.796,0,0
-3.19095,59374.6,133.262,0,0
-3.1407,58764.8,135.746,0,0
-3.09045,58228.8,138.305,0,0
-3.0402,57668.1,140.83,0,0
-2.98995,57005,143.215,0,0
-2.9397,56392.2,145.649,0,0
-2.88945,55974.3,148.275,0,0
-2.8392,55481.8,150.826,0,0
-2.78894,54716.8,153.099,0,0
-2.73869,54068.4,155.467,0,0
-2.68844,53821.7,158.159,0,0
-2.63819,53421.1,160.75,0,0
-2.58794,52519.2,163.016,0,0
-2.53769,51812.4,165.369,0,0
-2.48744,51706.6,167.993,0,0
-2.43719,51385.5,170.569,0,0
-2.38693,50435.4,173.002,0,0
-2.33668,49714.4,175.43,0,0
-2.28643,49628.8,177.844,0,0
-2.23618,49327.2,180.303,0,0
-2.18593,48456.1,182.88,0,0
-2.13568,47790.5,185.379,0,0
-2.08543,47640.5,187.683,0,0
-2.03518,47312.2,190.08,0,0
-1.98492,46557.7,192.699,0,0
-1.93467,45959.3,195.213,0,0
-1.88442,45716.5,197.484,0,0
-1.83417,45352.2,199.873,0,0
-1.78392,44723.7,202.516,0,0
-1.73367,44193.5,205.056,0,0
-1.68342,43867.5,207.382,0,0
-1.63317,43469.5,209.799,0,0
-1.58291,42928.4,212.393,0,0
-1.53266,42444.2,214.914,0,0
-1.48241,42067.8,217.294,0,0
-1.43216,41658,219.747,0,0
-1.38191,41187.8,222.332,0,0
-1.33166,40743.9,224.869,0,0
-1.28141,40345.9,227.325,0,0
-1.23116,39933.5,229.807,0,0
-1.1809,39497.4,232.334,0,0
-1.13065,39073.5,234.832,0,0
-1.0804,38669.1,237.281,0,0
-1.03015,38265.3,239.751,0,0
-0.979899,37862.1,242.253,0,0
-0.929648,37468.3,244.761,0,0
-0.879397,37088.3,247.275,0,0
-0.829146,36706.4,249.772,0,0
-0.778894,36321.8,252.244,0,0
-0.728643,35938.9,254.674,0,0
-0.678392,35558.2,257.047,0,0
-0.628141,35187.9,259.415,0,0
-0.577889,34830.8,261.778,0,0
-0.527638,34490.4,264.188,0,0
-0.477387,34170.9,266.656,0,0
-0.427136,33839.8,269.017,0,0
-0.376884,33494.8,271.248,0,0
-0.326633,33160.4,273.336,0,0
-0.276382,32838.1,275.259,0,0
-0.226131,32564.4,277.271,0,0
-0.175879,32344.5,279.38,0,0
-0.125628,32140.5,281.162,0,0
-0.0753769,31953.4,282.596,0,0
-0.0251256,31808.8,283.654,0,0
0.0251256,31707.6,284.328,0,0
0.0753769,31644,284.55,0,0
0.125628,31617.1,284.328,0,0
0.175879,31610.1,283.829,0,0
0.226131,31621.7,283.07,0,0
0.276382,31636.7,282.444,0,0
0.326633,31654.8,281.94,0,0
0.376884,31762.9,282.463,0,0
0.427136,31949.3,283.88,0,0
0.477387,32073.8,284.97,0,0
0.527638,32146.6,285.787,0,0
0.577889,32033.3,285.179,0,0
0.628141,31770.8,283.428,0,0
0.678392,31516.8,281.529,0,0
0.728643,31269.3,279.516,0,0
0.778894,31279.5,279.022,0,0
0.829146,31480.1,279.649,0,0
0.879397,31848.8,282.371,0,0
0.929648,32336.7,286.58,0,0
0.979899,32563.8,288.814,0,0
1.03015,32613.4,289.705,0,0
1.0804,32199.9,286.876,0,0
1.13065,31484.1,281.618,0,0
1.1809,31055.6,278.206,0,0
1.23116,30807,275.949,0,0
1.28141,31007.4,276.55,0,0
1.33166,31477.1,278.866,0,0
1.38191,32043.8,283.357,0,0
1.43216,32666.3,289.099,0,0
1.48241,32884.9,291.43,0,0
1.53266,32881.3,291.883,0,0
1.58291,32261.7,287.311,0,0
1.63317,31317.8,280.092,0,0
1.68342,30868.6,276.228,0,0
1.73367,30668.6,274.053,0,0
1.78392,30943.2,274.967,0,0
1.83417,31446.3,277.367,0,0
1.88442,32066.3,282.555,0,0
1.93467,32740.2,289.024,0,0
1.98492,32918.4,291.083,0,0
2.03518,32879.1,291.208,0,0
2.08543,32383.2,287.617,0,0
2.13568,31696.2,282.47,0,0
2.18593,31197.9,278.414,0,0
2.23618,30774.8,274.793,0,0
2.28643,30880.8,274.473,0,0
2.33668,31187.7,275.404,0,0
2.38693,31849.5,280.49,0,0
