Time (s),$ T_{tr} $ (nexaFoam)_Temp,"$ T_{vib, N_2} $ (nexaFoam)_Temp","$ T_{vib, O_2} $ (nexaFoam)_Temp"
6.11e-07,11903.1,12998.7,11819.5
6.12e-07,11904.6,12989.5,11821.7
6.13e-07,11906.1,12980.4,11824.0
6.14e-07,11907.6,12971.4,11826.2
6.15e-07,11909.1,12962.5,11828.5
6.16e-07,11910.5,12953.7,11830.7
6.17e-07,11912.0,12945.0,11832.9
6.18e-07,11913.4,12936.3,11835.0
6.19e-07,11914.8,12927.7,11837.2
6.2e-07,11916.2,12919.2,11839.3
6.21e-07,11917.6,12910.8,11841.4
6.22e-07,11919.0,12902.5,11843.5
6.23e-07,11920.4,12894.2,11845.5
6.24e-07,11921.8,12886.0,11847.6
6.25e-07,11923.1,12877.9,11849.6
6.26e-07,11924.4,12869.9,11851.6
6.27e-07,11925.7,12861.9,11853.6
6.28e-07,11927.0,12854.0,11855.6
6.29e-07,11928.3,12846.2,11857.6
6.3e-07,11929.6,12838.5,11859.5
6.31e-07,11930.9,12830.8,11861.4
6.32e-07,11932.1,12823.2,11863.3
6.33e-07,11933.4,12815.7,11865.2
6.34e-07,11934.6,12808.3,11867.1
6.35e-07,11935.8,12800.9,11868.9
6.36e-07,11937.1,12793.6,11870.8
6.37e-07,11938.3,12786.3,11872.6
6.38e-07,11939.4,12779.2,11874.4
6.39e-07,11940.6,12772.1,11876.2
6.4e-07,11941.8,12765.0,11877.9
6.41e-07,11942.9,12758.1,11879.7
6.42e-07,11944.1,12751.2,11881.4
6.43e-07,11945.2,12744.3,11883.2
6.44e-07,11946.3,12737.5,11884.9
6.45e-07,11947.4,12730.8,11886.6
6.46e-07,11948.5,12724.2,11888.2
6.47e-07,11949.6,12717.6,11889.9
6.48e-07,11950.7,12711.1,11891.5
6.49e-07,11951.8,12704.6,11893.2
6.5e-07,11952.8,12698.2,11894.8
6.51e-07,11953.9,12691.9,11896.4
6.52e-07,11954.9,12685.6,11897.9
6.53e-07,11955.9,12679.4,11899.5
6.54e-07,11956.9,12673.3,11901.1
6.55e-07,11958.0,12667.2,11902.6
6.56e-07,11958.9,12661.1,11904.1
6.57e-07,11959.9,12655.2,11905.6
6.58e-07,11960.9,12649.2,11907.1
6.59e-07,11961.9,12643.4,11908.6
6.6e-07,11962.8,12637.6,11910.1
6.61e-07,11963.8,12631.8,11911.5
6.62e-07,11964.7,12626.1,11913.0
6.63e-07,11965.7,12620.5,11914.4
6.64e-07,11966.6,12614.9,11915.8
6.65e-07,11967.5,12609.4,11917.2
6.66e-07,11968.4,12603.9,11918.6
6.67e-07,11969.3,12598.5,11920.0
6.68e-07,11970.2,12593.1,11921.3
6.69e-07,11971.1,12587.8,11922.7
6.7e-07,11971.9,12582.5,11924.0
6.71e-07,11972.8,12577.3,11925.3
6.72e-07,11973.6,12572.1,11926.6
6.73e-07,11974.5,12567.0,11927.9
6.74e-07,11975.3,12561.9,11929.2
6.75e-07,11976.2,12556.9,11930.5
6.76e-07,11977.0,12551.9,11931.8
6.77e-07,11977.8,12547.0,11933.0
6.78e-07,11978.6,12542.1,11934.2
6.79e-07,11979.4,12537.3,11935.5
6.8e-07,11980.2,12532.5,11936.7
6.81e-07,11981.0,12527.8,11937.9
6.82e-07,11981.7,12523.1,11939.1
6.83e-07,11982.5,12518.5,11940.2
6.84e-07,11983.3,12513.9,11941.4
6.85e-07,11984.0,12509.3,11942.6
6.86e-07,11984.8,12504.8,11943.7
6.87e-07,11985.5,12500.3,11944.9
6.88e-07,11986.2,12495.9,11946.0
6.89e-07,11986.9,12491.5,11947.1
6.9e-07,11987.7,12487.2,11948.2
6.91e-07,11988.4,12482.9,11949.3
6.92e-07,11989.1,12478.7,11950.4
6.93e-07,11989.8,12474.4,11951.4
6.94e-07,11990.4,12470.3,11952.5
6.95e-07,11991.1,12466.2,11953.5
6.96e-07,11991.8,12462.1,11954.6
6.97e-07,11992.5,12458.0,11955.6
6.98e-07,11993.1,12454.0,11956.6
6.99e-07,11993.8,12450.0,11957.6
7e-07,11994.4,12446.1,11958.6
7.01e-07,11995.1,12442.2,11959.6
7.02e-07,11995.7,12438.4,11960.6
7.03e-07,11996.3,12434.6,11961.6
7.04e-07,11996.9,12430.8,11962.5
7.05e-07,11997.6,12427.0,11963.5
7.06e-07,11998.2,12423.3,11964.4
7.07e-07,11998.8,12419.7,11965.4
7.08e-07,11999.4,12416.0,11966.3
7.09e-07,12000.0,12412.5,11967.2
7.1e-07,12000.6,12408.9,11968.1
7.11e-07,12001.1,12405.4,11969.0
7.12e-07,12001.7,12401.9,11969.9
7.13e-07,12002.3,12398.4,11970.8
7.14e-07,12002.8,12395.0,11971.7
7.15e-07,12003.4,12391.6,11972.5
7.16e-07,12003.9,12388.3,11973.4
7.17e-07,12004.5,12384.9,11974.2
7.18e-07,12005.0,12381.7,11975.1
7.19e-07,12005.6,12378.4,11975.9
7.2e-07,12006.1,12375.2,11976.7
7.21e-07,12006.6,12372.0,11977.5
7.22e-07,12007.1,12368.8,11978.3
7.23e-07,12007.7,12365.7,11979.1
7.24e-07,12008.2,12362.6,11979.9
7.25e-07,12008.7,12359.5,11980.7
7.26e-07,12009.2,12356.5,11981.5
7.27e-07,12009.7,12353.5,11982.3
7.28e-07,12010.2,12350.5,11983.0
7.29e-07,12010.6,12347.6,11983.8
7.3e-07,12011.1,12344.7,11984.5
7.31e-07,12011.6,12341.8,11985.3
7.32e-07,12012.1,12338.9,11986.0
7.33e-07,12012.5,12336.1,11986.7
7.34e-07,12013.0,12333.3,11987.4
7.35e-07,12013.5,12330.5,11988.1
7.36e-07,12013.9,12327.8,11988.8
7.37e-07,12014.4,12325.0,11989.5
7.38e-07,12014.8,12322.3,11990.2
7.39e-07,12015.2,12319.7,11990.9
7.4e-07,12015.7,12317.0,11991.6
7.41e-07,12016.1,12314.4,11992.3
7.42e-07,12016.5,12311.8,11992.9
7.43e-07,12016.9,12309.3,11993.6
7.44e-07,12017.4,12306.7,11994.2
7.45e-07,12017.8,12304.2,11994.9
7.46e-07,12018.2,12301.7,11995.5
7.47e-07,12018.6,12299.3,11996.1
7.48e-07,12019.0,12296.9,11996.8
7.49e-07,12019.4,12294.4,11997.4
7.5e-07,12019.8,12292.1,11998.0
7.51e-07,12020.2,12289.7,11998.6
7.52e-07,12020.6,12287.3,11999.2
7.53e-07,12020.9,12285.0,11999.8
7.54e-07,12021.3,12282.7,12000.4
7.55e-07,12021.7,12280.5,12001.0
7.56e-07,12022.1,12278.2,12001.5
7.57e-07,12022.4,12276.0,12002.1
7.58e-07,12022.8,12273.8,12002.7
7.59e-07,12023.1,12271.6,12003.2
7.6e-07,12023.5,12269.4,12003.8
7.61e-07,12023.8,12267.3,12004.3
7.62e-07,12024.2,12265.2,12004.9
7.63e-07,12024.5,12263.1,12005.4
7.64e-07,12024.9,12261.0,12005.9
7.65e-07,12025.2,12259.0,12006.5
7.66e-07,12025.6,12256.9,12007.0
7.67e-07,12025.9,12254.9,12007.5
7.68e-07,12026.2,12252.9,12008.0
7.69e-07,12026.5,12251.0,12008.5
7.7e-07,12026.9,12249.0,12009.0
7.71e-07,12027.2,12247.1,12009.5
7.72e-07,12027.5,12245.2,12010.0
7.73e-07,12027.8,12243.3,12010.5
7.74e-07,12028.1,12241.4,12011.0
7.75e-07,12028.4,12239.5,12011.5
7.76e-07,12028.7,12237.7,12011.9
7.77e-07,12029.0,12235.9,12012.4
7.78e-07,12029.3,12234.1,12012.9
7.79e-07,12029.6,12232.3,12013.3
7.8e-07,12029.9,12230.5,12013.8
7.81e-07,12030.2,12228.8,12014.2
7.82e-07,12030.5,12227.0,12014.7
7.83e-07,12030.7,12225.3,12015.1
7.84e-07,12031.0,12223.6,12015.5
7.85e-07,12031.3,12222.0,12016.0
7.86e-07,12031.6,12220.3,12016.4
7.87e-07,12031.8,12218.7,12016.8
7.88e-07,12032.1,12217.0,12017.2
7.89e-07,12032.4,12215.4,12017.6
7.9e-07,12032.6,12213.8,12018.1
7.91e-07,12032.9,12212.2,12018.5
7.92e-07,12033.2,12210.7,12018.9
7.93e-07,12033.4,12209.1,12019.3
7.94e-07,12033.7,12207.6,12019.7
7.95e-07,12033.9,12206.1,12020.0
7.96e-07,12034.2,12204.6,12020.4
7.97e-07,12034.4,12203.1,12020.8
7.98e-07,12034.6,12201.6,12021.2
7.99e-07,12034.9,12200.2,12021.6
8e-07,12035.1,12198.7,12021.9
8.01e-07,12035.4,12197.3,12022.3
8.02e-07,12035.6,12195.9,12022.7
8.03e-07,12035.8,12194.5,12023.0
8.04e-07,12036.0,12193.1,12023.4
8.05e-07,12036.3,12191.7,12023.7
8.06e-07,12036.5,12190.4,12024.1
8.07e-07,12036.7,12189.0,12024.4
8.08e-07,12036.9,12187.7,12024.8
8.09e-07,12037.1,12186.4,12025.1
8.1e-07,12037.4,12185.1,12025.4
8.11e-07,12037.6,12183.8,12025.8
8.12e-07,12037.8,12182.5,12026.1
8.13e-07,12038.0,12181.2,12026.4
8.14e-07,12038.2,12180.0,12026.8
8.15e-07,12038.4,12178.8,12027.1
8.16e-07,12038.6,12177.5,12027.4
8.17e-07,12038.8,12176.3,12027.7
8.18e-07,12039.0,12175.1,12028.0
8.19e-07,12039.2,12173.9,12028.3
8.2e-07,12039.4,12172.7,12028.6
8.21e-07,12039.6,12171.6,12028.9
8.22e-07,12039.8,12170.4,12029.2
8.23e-07,12040.0,12169.3,12029.5
8.24e-07,12040.1,12168.2,12029.8
8.25e-07,12040.3,12167.0,12030.1
8.26e-07,12040.5,12165.9,12030.4
8.27e-07,12040.7,12164.8,12030.7
8.28e-07,12040.9,12163.7,12030.9
8.29e-07,12041.0,12162.7,12031.2
8.3e-07,12041.2,12161.6,12031.5
8.31e-07,12041.4,12160.6,12031.8
8.32e-07,12041.6,12159.5,12032.0
8.33e-07,12041.7,12158.5,12032.3
8.34e-07,12041.9,12157.5,12032.6
8.35e-07,12042.1,12156.5,12032.8
8.36e-07,12042.2,12155.5,12033.1
8.37e-07,12042.4,12154.5,12033.3
8.38e-07,12042.5,12153.5,12033.6
8.39e-07,12042.7,12152.5,12033.8
8.4e-07,12042.9,12151.6,12034.1
8.41e-07,12043.0,12150.6,12034.3
8.42e-07,12043.2,12149.7,12034.6
8.43e-07,12043.3,12148.7,12034.8
8.44e-07,12043.5,12147.8,12035.0
8.45e-07,12043.6,12146.9,12035.3
8.46e-07,12043.8,12146.0,12035.5
8.47e-07,12043.9,12145.1,12035.7
8.48e-07,12044.1,12144.2,12036.0
8.49e-07,12044.2,12143.3,12036.2
8.5e-07,12044.4,12142.5,12036.4
8.51e-07,12044.5,12141.6,12036.6
8.52e-07,12044.6,12140.8,12036.9
8.53e-07,12044.8,12139.9,12037.1
8.54e-07,12044.9,12139.1,12037.3
8.55e-07,12045.0,12138.3,12037.5
8.56e-07,12045.2,12137.4,12037.7
8.57e-07,12045.3,12136.6,12037.9
8.58e-07,12045.4,12135.8,12038.1
8.59e-07,12045.6,12135.0,12038.3
8.6e-07,12045.7,12134.3,12038.5
8.61e-07,12045.8,12133.5,12038.7
8.62e-07,12046.0,12132.7,12038.9
8.63e-07,12046.1,12132.0,12039.1
8.64e-07,12046.2,12131.2,12039.3
8.65e-07,12046.3,12130.5,12039.5
8.66e-07,12046.4,12129.7,12039.7
8.67e-07,12046.6,12129.0,12039.9
8.68e-07,12046.7,12128.3,12040.1
8.69e-07,12046.8,12127.6,12040.3
8.7e-07,12046.9,12126.9,12040.4
8.71e-07,12047.0,12126.2,12040.6
8.72e-07,12047.1,12125.5,12040.8
8.73e-07,12047.3,12124.8,12041.0
8.74e-07,12047.4,12124.1,12041.2
8.75e-07,12047.5,12123.4,12041.3
8.76e-07,12047.6,12122.8,12041.5
8.77e-07,12047.7,12122.1,12041.7
8.78e-07,12047.8,12121.4,12041.8
8.79e-07,12047.9,12120.8,12042.0
8.8e-07,12048.0,12120.2,12042.2
8.81e-07,12048.1,12119.5,12042.3
8.82e-07,12048.2,12118.9,12042.5
8.83e-07,12048.3,12118.3,12042.7
8.84e-07,12048.4,12117.7,12042.8
8.85e-07,12048.5,12117.1,12043.0
8.86e-07,12048.6,12116.5,12043.1
8.87e-07,12048.7,12115.9,12043.3
8.88e-07,12048.8,12115.3,12043.4
8.89e-07,12048.9,12114.7,12043.6
8.9e-07,12049.0,12114.1,12043.7
8.91e-07,12049.1,12113.6,12043.9
8.92e-07,12049.2,12113.0,12044.0
8.93e-07,12049.3,12112.4,12044.2
8.94e-07,12049.4,12111.9,12044.3
8.95e-07,12049.5,12111.3,12044.4
8.96e-07,12049.6,12110.8,12044.6
8.97e-07,12049.6,12110.2,12044.7
8.98e-07,12049.7,12109.7,12044.9
8.99e-07,12049.8,12109.2,12045.0
9e-07,12049.9,12108.7,12045.1
9.01e-07,12050.0,12108.2,12045.3
9.02e-07,12050.1,12107.6,12045.4
9.03e-07,12050.1,12107.1,12045.5
9.04e-07,12050.2,12106.6,12045.7
9.05e-07,12050.3,12106.1,12045.8
9.06e-07,12050.4,12105.7,12045.9
9.07e-07,12050.5,12105.2,12046.0
9.08e-07,12050.6,12104.7,12046.2
9.09e-07,12050.6,12104.2,12046.3
9.1e-07,12050.7,12103.7,12046.4
9.11e-07,12050.8,12103.3,12046.5
9.12e-07,12050.9,12102.8,12046.6
9.13e-07,12050.9,12102.4,12046.8
9.14e-07,12051.0,12101.9,12046.9
9.15e-07,12051.1,12101.5,12047.0
9.16e-07,12051.2,12101.0,12047.1
9.17e-07,12051.2,12100.6,12047.2
9.18e-07,12051.3,12100.2,12047.3
9.19e-07,12051.4,12099.7,12047.4
9.2e-07,12051.4,12099.3,12047.6
9.21e-07,12051.5,12098.9,12047.7
9.22e-07,12051.6,12098.5,12047.8
9.23e-07,12051.6,12098.1,12047.9
9.24e-07,12051.7,12097.6,12048.0
9.25e-07,12051.8,12097.2,12048.1
9.26e-07,12051.8,12096.8,12048.2
9.27e-07,12051.9,12096.5,12048.3
9.28e-07,12052.0,12096.1,12048.4
9.29e-07,12052.0,12095.7,12048.5
9.3e-07,12052.1,12095.3,12048.6
9.31e-07,12052.2,12094.9,12048.7
9.32e-07,12052.2,12094.5,12048.8
9.33e-07,12052.3,12094.2,12048.9
9.34e-07,12052.3,12093.8,12049.0
9.35e-07,12052.4,12093.4,12049.1
9.36e-07,12052.5,12093.1,12049.2
9.37e-07,12052.5,12092.7,12049.3
9.38e-07,12052.6,12092.4,12049.3
9.39e-07,12052.6,12092.0,12049.4
9.4e-07,12052.7,12091.7,12049.5
9.41e-07,12052.7,12091.3,12049.6
9.42e-07,12052.8,12091.0,12049.7
9.43e-07,12052.9,12090.7,12049.8
9.44e-07,12052.9,12090.3,12049.9
9.45e-07,12053.0,12090.0,12050.0
9.46e-07,12053.0,12089.7,12050.0
9.47e-07,12053.1,12089.3,12050.1
9.48e-07,12053.1,12089.0,12050.2
9.49e-07,12053.2,12088.7,12050.3
9.5e-07,12053.2,12088.4,12050.4
9.51e-07,12053.3,12088.1,12050.4
9.52e-07,12053.3,12087.8,12050.5
9.53e-07,12053.4,12087.5,12050.6
9.54e-07,12053.4,12087.2,12050.7
9.55e-07,12053.5,12086.9,12050.8
9.56e-07,12053.5,12086.6,12050.8
9.57e-07,12053.6,12086.3,12050.9
9.58e-07,12053.6,12086.0,12051.0
9.59e-07,12053.7,12085.7,12051.1
9.6e-07,12053.7,12085.5,12051.1
9.61e-07,12053.8,12085.2,12051.2
9.62e-07,12053.8,12084.9,12051.3
9.63e-07,12053.8,12084.6,12051.3
9.64e-07,12053.9,12084.4,12051.4
9.65e-07,12053.9,12084.1,12051.5
9.66e-07,12054.0,12083.8,12051.5
9.67e-07,12054.0,12083.6,12051.6
9.68e-07,12054.1,12083.3,12051.7
9.69e-07,12054.1,12083.0,12051.8
9.7e-07,12054.1,12082.8,12051.8
9.71e-07,12054.2,12082.5,12051.9
9.72e-07,12054.2,12082.3,12051.9
9.73e-07,12054.3,12082.0,12052.0
9.74e-07,12054.3,12081.8,12052.1
9.75e-07,12054.3,12081.6,12052.1
9.76e-07,12054.4,12081.3,12052.2
9.77e-07,12054.4,12081.1,12052.3
9.78e-07,12054.5,12080.8,12052.3
9.79e-07,12054.5,12080.6,12052.4
9.8e-07,12054.5,12080.4,12052.4
9.81e-07,12054.6,12080.2,12052.5
9.82e-07,12054.6,12079.9,12052.6
9.83e-07,12054.6,12079.7,12052.6
9.84e-07,12054.7,12079.5,12052.7
9.85e-07,12054.7,12079.3,12052.7
9.86e-07,12054.8,12079.1,12052.8
9.87e-07,12054.8,12078.8,12052.8
9.88e-07,12054.8,12078.6,12052.9
9.89e-07,12054.9,12078.4,12052.9
9.9e-07,12054.9,12078.2,12053.0
9.91e-07,12054.9,12078.0,12053.0
9.92e-07,12055.0,12077.8,12053.1
9.93e-07,12055.0,12077.6,12053.2
9.94e-07,12055.0,12077.4,12053.2
9.95e-07,12055.1,12077.2,12053.3
9.96e-07,12055.1,12077.0,12053.3
9.97e-07,12055.1,12076.8,12053.4
9.98e-07,12055.2,12076.6,12053.4
9.99e-07,12055.2,12076.4,12053.5
1e-06,12055.2,12076.3,12053.5
1.001e-06,12055.2,12076.1,12053.6
1.002e-06,12055.3,12075.9,12053.6
1.003e-06,12055.3,12075.7,12053.6
1.004e-06,12055.3,12075.5,12053.7
1.005e-06,12055.4,12075.4,12053.7
1.006e-06,12055.4,12075.2,12053.8
1.007e-06,12055.4,12075.0,12053.8
1.008e-06,12055.4,12074.8,12053.9
1.009e-06,12055.5,12074.7,12053.9
1.01e-06,12055.5,12074.5,12054.0
1.011e-06,12055.5,12074.3,12054.0
1.012e-06,12055.6,12074.2,12054.0
1.013e-06,12055.6,12074.0,12054.1
1.014e-06,12055.6,12073.8,12054.1
1.015e-06,12055.6,12073.7,12054.2
1.016e-06,12055.7,12073.5,12054.2
1.017e-06,12055.7,12073.4,12054.3
1.018e-06,12055.7,12073.2,12054.3
1.019e-06,12055.7,12073.1,12054.3
1.02e-06,12055.8,12072.9,12054.4
1.021e-06,12055.8,12072.8,12054.4
1.022e-06,12055.8,12072.6,12054.4
1.023e-06,12055.8,12072.5,12054.5
1.024e-06,12055.9,12072.3,12054.5
1.025e-06,12055.9,12072.2,12054.6
1.026e-06,12055.9,12072.0,12054.6
1.027e-06,12055.9,12071.9,12054.6
1.028e-06,12056.0,12071.7,12054.7
1.029e-06,12056.0,12071.6,12054.7
1.03e-06,12056.0,12071.5,12054.7
1.031e-06,12056.0,12071.3,12054.8
1.032e-06,12056.0,12071.2,12054.8
1.033e-06,12056.1,12071.1,12054.8
1.034e-06,12056.1,12070.9,12054.9
1.035e-06,12056.1,12070.8,12054.9
1.036e-06,12056.1,12070.7,12054.9
1.037e-06,12056.2,12070.5,12055.0
1.038e-06,12056.2,12070.4,12055.0
1.039e-06,12056.2,12070.3,12055.0
1.04e-06,12056.2,12070.2,12055.1
1.041e-06,12056.2,12070.0,12055.1
1.042e-06,12056.3,12069.9,12055.1
1.043e-06,12056.3,12069.8,12055.2
1.044e-06,12056.3,12069.7,12055.2
1.045e-06,12056.3,12069.6,12055.2
1.046e-06,12056.3,12069.4,12055.3
1.047e-06,12056.3,12069.3,12055.3
1.048e-06,12056.4,12069.2,12055.3
1.049e-06,12056.4,12069.1,12055.4
1.05e-06,12056.4,12069.0,12055.4
1.051e-06,12056.4,12068.9,12055.4
1.052e-06,12056.4,12068.8,12055.4
1.053e-06,12056.5,12068.7,12055.5
1.054e-06,12056.5,12068.6,12055.5
1.055e-06,12056.5,12068.5,12055.5
1.056e-06,12056.5,12068.3,12055.5
1.057e-06,12056.5,12068.2,12055.6
1.058e-06,12056.5,12068.1,12055.6
1.059e-06,12056.6,12068.0,12055.6
1.06e-06,12056.6,12067.9,12055.7
1.061e-06,12056.6,12067.8,12055.7
1.062e-06,12056.6,12067.7,12055.7
1.063e-06,12056.6,12067.6,12055.7
1.064e-06,12056.6,12067.5,12055.8
1.065e-06,12056.7,12067.4,12055.8
1.066e-06,12056.7,12067.4,12055.8
1.067e-06,12056.7,12067.3,12055.8
1.068e-06,12056.7,12067.2,12055.9
1.069e-06,12056.7,12067.1,12055.9
1.07e-06,12056.7,12067.0,12055.9
1.071e-06,12056.7,12066.9,12055.9
1.072e-06,12056.8,12066.8,12055.9
1.073e-06,12056.8,12066.7,12056.0
1.074e-06,12056.8,12066.6,12056.0
1.075e-06,12056.8,12066.5,12056.0
1.076e-06,12056.8,12066.5,12056.0
1.077e-06,12056.8,12066.4,12056.1
1.078e-06,12056.8,12066.3,12056.1
1.079e-06,12056.9,12066.2,12056.1
1.08e-06,12056.9,12066.1,12056.1
1.081e-06,12056.9,12066.0,12056.1
1.082e-06,12056.9,12066.0,12056.2
1.083e-06,12056.9,12065.9,12056.2
1.084e-06,12056.9,12065.8,12056.2
1.085e-06,12056.9,12065.7,12056.2
1.086e-06,12057.0,12065.6,12056.2
1.087e-06,12057.0,12065.6,12056.3
1.088e-06,12057.0,12065.5,12056.3
1.089e-06,12057.0,12065.4,12056.3
1.09e-06,12057.0,12065.3,12056.3
1.091e-06,12057.0,12065.3,12056.3
1.092e-06,12057.0,12065.2,12056.4
1.093e-06,12057.0,12065.1,12056.4
1.094e-06,12057.0,12065.1,12056.4
1.095e-06,12057.1,12065.0,12056.4
1.096e-06,12057.1,12064.9,12056.4
1.097e-06,12057.1,12064.9,12056.5
1.098e-06,12057.1,12064.8,12056.5
1.099e-06,12057.1,12064.7,12056.5
1.1e-06,12057.1,12064.6,12056.5
1.101e-06,12057.1,12064.6,12056.5
1.102e-06,12057.1,12064.5,12056.5
1.103e-06,12057.1,12064.5,12056.6
1.104e-06,12057.2,12064.4,12056.6
1.105e-06,12057.2,12064.3,12056.6
1.106e-06,12057.2,12064.3,12056.6
1.107e-06,12057.2,12064.2,12056.6
1.108e-06,12057.2,12064.1,12056.6
1.109e-06,12057.2,12064.1,12056.7
1.11e-06,12057.2,12064.0,12056.7
1.111e-06,12057.2,12064.0,12056.7
1.112e-06,12057.2,12063.9,12056.7
1.113e-06,12057.2,12063.8,12056.7
1.114e-06,12057.3,12063.8,12056.7
1.115e-06,12057.3,12063.7,12056.7
1.116e-06,12057.3,12063.7,12056.8
1.117e-06,12057.3,12063.6,12056.8
1.118e-06,12057.3,12063.6,12056.8
1.119e-06,12057.3,12063.5,12056.8
1.12e-06,12057.3,12063.4,12056.8
1.121e-06,12057.3,12063.4,12056.8
1.122e-06,12057.3,12063.3,12056.8
1.123e-06,12057.3,12063.3,12056.9
1.124e-06,12057.3,12063.2,12056.9
1.125e-06,12057.4,12063.2,12056.9
1.126e-06,12057.4,12063.1,12056.9
1.127e-06,12057.4,12063.1,12056.9
1.128e-06,12057.4,12063.0,12056.9
1.129e-06,12057.4,12063.0,12056.9
1.13e-06,12057.4,12062.9,12056.9
1.131e-06,12057.4,12062.9,12057.0
1.132e-06,12057.4,12062.8,12057.0
1.133e-06,12057.4,12062.8,12057.0
1.134e-06,12057.4,12062.7,12057.0
1.135e-06,12057.4,12062.7,12057.0
1.136e-06,12057.4,12062.6,12057.0
1.137e-06,12057.5,12062.6,12057.0
1.138e-06,12057.5,12062.6,12057.0
1.139e-06,12057.5,12062.5,12057.1
1.14e-06,12057.5,12062.5,12057.1
1.141e-06,12057.5,12062.4,12057.1
1.142e-06,12057.5,12062.4,12057.1
1.143e-06,12057.5,12062.3,12057.1
1.144e-06,12057.5,12062.3,12057.1
1.145e-06,12057.5,12062.3,12057.1
1.146e-06,12057.5,12062.2,12057.1
1.147e-06,12057.5,12062.2,12057.1
1.148e-06,12057.5,12062.1,12057.2
1.149e-06,12057.5,12062.1,12057.2
1.15e-06,12057.5,12062.0,12057.2
1.151e-06,12057.6,12062.0,12057.2
1.152e-06,12057.6,12062.0,12057.2
1.153e-06,12057.6,12061.9,12057.2
1.154e-06,12057.6,12061.9,12057.2
1.155e-06,12057.6,12061.9,12057.2
1.156e-06,12057.6,12061.8,12057.2
1.157e-06,12057.6,12061.8,12057.2
1.158e-06,12057.6,12061.7,12057.3
1.159e-06,12057.6,12061.7,12057.3
1.16e-06,12057.6,12061.7,12057.3
1.161e-06,12057.6,12061.6,12057.3
1.162e-06,12057.6,12061.6,12057.3
1.163e-06,12057.6,12061.6,12057.3
1.164e-06,12057.6,12061.5,12057.3
1.165e-06,12057.6,12061.5,12057.3
1.166e-06,12057.6,12061.5,12057.3
1.167e-06,12057.6,12061.4,12057.3
1.168e-06,12057.7,12061.4,12057.3
1.169e-06,12057.7,12061.4,12057.4
1.17e-06,12057.7,12061.3,12057.4
1.171e-06,12057.7,12061.3,12057.4
1.172e-06,12057.7,12061.3,12057.4
1.173e-06,12057.7,12061.2,12057.4
1.174e-06,12057.7,12061.2,12057.4
1.175e-06,12057.7,12061.2,12057.4
1.176e-06,12057.7,12061.1,12057.4
1.177e-06,12057.7,12061.1,12057.4
1.178e-06,12057.7,12061.1,12057.4
1.179e-06,12057.7,12061.0,12057.4
1.18e-06,12057.7,12061.0,12057.4
1.181e-06,12057.7,12061.0,12057.5
1.182e-06,12057.7,12061.0,12057.5
1.183e-06,12057.7,12060.9,12057.5
1.184e-06,12057.7,12060.9,12057.5
1.185e-06,12057.7,12060.9,12057.5
1.186e-06,12057.7,12060.9,12057.5
1.187e-06,12057.7,12060.8,12057.5
1.188e-06,12057.7,12060.8,12057.5
1.189e-06,12057.8,12060.8,12057.5
1.19e-06,12057.8,12060.7,12057.5
1.191e-06,12057.8,12060.7,12057.5
1.192e-06,12057.8,12060.7,12057.5
1.193e-06,12057.8,12060.7,12057.5
1.194e-06,12057.8,12060.6,12057.5
1.195e-06,12057.8,12060.6,12057.5
1.196e-06,12057.8,12060.6,12057.6
1.197e-06,12057.8,12060.6,12057.6
1.198e-06,12057.8,12060.5,12057.6
1.199e-06,12057.8,12060.5,12057.6
1.2e-06,12057.8,12060.5,12057.6
1.201e-06,12057.8,12060.5,12057.6
1.202e-06,12057.8,12060.4,12057.6
1.203e-06,12057.8,12060.4,12057.6
1.204e-06,12057.8,12060.4,12057.6
1.205e-06,12057.8,12060.4,12057.6
1.206e-06,12057.8,12060.4,12057.6
1.207e-06,12057.8,12060.3,12057.6
1.208e-06,12057.8,12060.3,12057.6
1.209e-06,12057.8,12060.3,12057.6
1.21e-06,12057.8,12060.3,12057.6
1.211e-06,12057.8,12060.2,12057.6
1.212e-06,12057.8,12060.2,12057.6
1.213e-06,12057.8,12060.2,12057.7
1.214e-06,12057.8,12060.2,12057.7
1.215e-06,12057.9,12060.2,12057.7
1.216e-06,12057.9,12060.1,12057.7
1.217e-06,12057.9,12060.1,12057.7
1.218e-06,12057.9,12060.1,12057.7
1.219e-06,12057.9,12060.1,12057.7
1.22e-06,12057.9,12060.1,12057.7
1.221e-06,12057.9,12060.0,12057.7
1.222e-06,12057.9,12060.0,12057.7
1.223e-06,12057.9,12060.0,12057.7
1.224e-06,12057.9,12060.0,12057.7
1.225e-06,12057.9,12060.0,12057.7
1.226e-06,12057.9,12059.9,12057.7
1.227e-06,12057.9,12059.9,12057.7
1.228e-06,12057.9,12059.9,12057.7
1.229e-06,12057.9,12059.9,12057.7
1.23e-06,12057.9,12059.9,12057.7
1.231e-06,12057.9,12059.9,12057.7
1.232e-06,12057.9,12059.8,12057.7
1.233e-06,12057.9,12059.8,12057.8
1.234e-06,12057.9,12059.8,12057.8
1.235e-06,12057.9,12059.8,12057.8
1.236e-06,12057.9,12059.8,12057.8
1.237e-06,12057.9,12059.8,12057.8
1.238e-06,12057.9,12059.7,12057.8
1.239e-06,12057.9,12059.7,12057.8
1.24e-06,12057.9,12059.7,12057.8
1.241e-06,12057.9,12059.7,12057.8
1.242e-06,12057.9,12059.7,12057.8
