Time (s),$ T_{tr} $ (nexaFoam)_Temp,"$ T_{vib, N_2} $ (nexaFoam)_Temp","$ T_{vib, O_2} $ (nexaFoam)_Temp"
1.243e-06,12057.9,12059.7,12057.8
1.244e-06,12057.9,12059.6,12057.8
1.245e-06,12057.9,12059.6,12057.8
1.246e-06,12057.9,12059.6,12057.8
1.247e-06,12057.9,12059.6,12057.8
1.248e-06,12057.9,12059.6,12057.8
1.249e-06,12057.9,12059.6,12057.8
1.25e-06,12058.0,12059.6,12057.8
1.251e-06,12058.0,12059.5,12057.8
1.252e-06,12058.0,12059.5,12057.8
1.253e-06,12058.0,12059.5,12057.8
1.254e-06,12058.0,12059.5,12057.8
1.255e-06,12058.0,12059.5,12057.8
1.256e-06,12058.0,12059.5,12057.8
1.257e-06,12058.0,12059.5,12057.8
1.258e-06,12058.0,12059.5,12057.8
1.259e-06,12058.0,12059.4,12057.9
1.26e-06,12058.0,12059.4,12057.9
1.261e-06,12058.0,12059.4,12057.9
1.262e-06,12058.0,12059.4,12057.9
1.263e-06,12058.0,12059.4,12057.9
1.264e-06,12058.0,12059.4,12057.9
1.265e-06,12058.0,12059.4,12057.9
1.266e-06,12058.0,12059.4,12057.9
1.267e-06,12058.0,12059.3,12057.9
1.268e-06,12058.0,12059.3,12057.9
1.269e-06,12058.0,12059.3,12057.9
1.27e-06,12058.0,12059.3,12057.9
1.271e-06,12058.0,12059.3,12057.9
1.272e-06,12058.0,12059.3,12057.9
1.273e-06,12058.0,12059.3,12057.9
1.274e-06,12058.0,12059.3,12057.9
1.275e-06,12058.0,12059.2,12057.9
1.276e-06,12058.0,12059.2,12057.9
1.277e-06,12058.0,12059.2,12057.9
1.278e-06,12058.0,12059.2,12057.9
1.279e-06,12058.0,12059.2,12057.9
1.28e-06,12058.0,12059.2,12057.9
1.281e-06,12058.0,12059.2,12057.9
1.282e-06,12058.0,12059.2,12057.9
1.283e-06,12058.0,12059.2,12057.9
1.284e-06,12058.0,12059.1,12057.9
1.285e-06,12058.0,12059.1,12057.9
1.286e-06,12058.0,12059.1,12057.9
1.287e-06,12058.0,12059.1,12057.9
1.288e-06,12058.0,12059.1,12057.9
1.289e-06,12058.0,12059.1,12057.9
1.29e-06,12058.0,12059.1,12057.9
1.291e-06,12058.0,12059.1,12057.9
1.292e-06,12058.0,12059.1,12057.9
1.293e-06,12058.0,12059.1,12057.9
1.294e-06,12058.0,12059.1,12058.0
1.295e-06,12058.0,12059.0,12058.0
1.296e-06,12058.0,12059.0,12058.0
1.297e-06,12058.0,12059.0,12058.0
1.298e-06,12058.0,12059.0,12058.0
1.299e-06,12058.0,12059.0,12058.0
1.3e-06,12058.0,12059.0,12058.0
1.301e-06,12058.0,12059.0,12058.0
1.302e-06,12058.0,12059.0,12058.0
1.303e-06,12058.0,12059.0,12058.0
1.304e-06,12058.0,12059.0,12058.0
1.305e-06,12058.0,12059.0,12058.0
1.306e-06,12058.1,12059.0,12058.0
1.307e-06,12058.1,12058.9,12058.0
1.308e-06,12058.1,12058.9,12058.0
1.309e-06,12058.1,12058.9,12058.0
1.31e-06,12058.1,12058.9,12058.0
1.311e-06,12058.1,12058.9,12058.0
1.312e-06,12058.1,12058.9,12058.0
1.313e-06,12058.1,12058.9,12058.0
1.314e-06,12058.1,12058.9,12058.0
1.315e-06,12058.1,12058.9,12058.0
1.316e-06,12058.1,12058.9,12058.0
1.317e-06,12058.1,12058.9,12058.0
1.318e-06,12058.1,12058.9,12058.0
1.319e-06,12058.1,12058.9,12058.0
1.32e-06,12058.1,12058.8,12058.0
1.321e-06,12058.1,12058.8,12058.0
1.322e-06,12058.1,12058.8,12058.0
1.323e-06,12058.1,12058.8,12058.0
1.324e-06,12058.1,12058.8,12058.0
1.325e-06,12058.1,12058.8,12058.0
1.326e-06,12058.1,12058.8,12058.0
1.327e-06,12058.1,12058.8,12058.0
1.328e-06,12058.1,12058.8,12058.0
1.329e-06,12058.1,12058.8,12058.0
1.33e-06,12058.1,12058.8,12058.0
1.331e-06,12058.1,12058.8,12058.0
1.332e-06,12058.1,12058.8,12058.0
1.333e-06,12058.1,12058.8,12058.0
1.334e-06,12058.1,12058.8,12058.0
1.335e-06,12058.1,12058.8,12058.0
1.336e-06,12058.1,12058.7,12058.0
1.337e-06,12058.1,12058.7,12058.0
1.338e-06,12058.1,12058.7,12058.0
1.339e-06,12058.1,12058.7,12058.0
1.34e-06,12058.1,12058.7,12058.0
1.341e-06,12058.1,12058.7,12058.0
1.342e-06,12058.1,12058.7,12058.0
1.343e-06,12058.1,12058.7,12058.0
1.344e-06,12058.1,12058.7,12058.0
1.345e-06,12058.1,12058.7,12058.0
1.346e-06,12058.1,12058.7,12058.0
1.347e-06,12058.1,12058.7,12058.0
1.348e-06,12058.1,12058.7,12058.0
1.349e-06,12058.1,12058.7,12058.0
1.35e-06,12058.1,12058.7,12058.0
1.351e-06,12058.1,12058.7,12058.1
1.352e-06,12058.1,12058.7,12058.1
1.353e-06,12058.1,12058.7,12058.1
1.354e-06,12058.1,12058.7,12058.1
1.355e-06,12058.1,12058.6,12058.1
1.356e-06,12058.1,12058.6,12058.1
1.357e-06,12058.1,12058.6,12058.1
1.358e-06,12058.1,12058.6,12058.1
1.359e-06,12058.1,12058.6,12058.1
1.36e-06,12058.1,12058.6,12058.1
1.361e-06,12058.1,12058.6,12058.1
1.362e-06,12058.1,12058.6,12058.1
1.363e-06,12058.1,12058.6,12058.1
1.364e-06,12058.1,12058.6,12058.1
1.365e-06,12058.1,12058.6,12058.1
1.366e-06,12058.1,12058.6,12058.1
1.367e-06,12058.1,12058.6,12058.1
1.368e-06,12058.1,12058.6,12058.1
1.369e-06,12058.1,12058.6,12058.1
1.37e-06,12058.1,12058.6,12058.1
1.371e-06,12058.1,12058.6,12058.1
1.372e-06,12058.1,12058.6,12058.1
1.373e-06,12058.1,12058.6,12058.1
1.374e-06,12058.1,12058.6,12058.1
1.375e-06,12058.1,12058.6,12058.1
1.376e-06,12058.1,12058.6,12058.1
1.377e-06,12058.1,12058.6,12058.1
1.378e-06,12058.1,12058.5,12058.1
1.379e-06,12058.1,12058.5,12058.1
1.38e-06,12058.1,12058.5,12058.1
1.381e-06,12058.1,12058.5,12058.1
1.382e-06,12058.1,12058.5,12058.1
1.383e-06,12058.1,12058.5,12058.1
1.384e-06,12058.1,12058.5,12058.1
1.385e-06,12058.1,12058.5,12058.1
1.386e-06,12058.1,12058.5,12058.1
1.387e-06,12058.1,12058.5,12058.1
1.388e-06,12058.1,12058.5,12058.1
1.389e-06,12058.1,12058.5,12058.1
1.39e-06,12058.1,12058.5,12058.1
1.391e-06,12058.1,12058.5,12058.1
1.392e-06,12058.1,12058.5,12058.1
1.393e-06,12058.1,12058.5,12058.1
1.394e-06,12058.1,12058.5,12058.1
1.395e-06,12058.1,12058.5,12058.1
1.396e-06,12058.1,12058.5,12058.1
1.397e-06,12058.1,12058.5,12058.1
1.398e-06,12058.1,12058.5,12058.1
1.399e-06,12058.1,12058.5,12058.1
1.4e-06,12058.1,12058.5,12058.1
1.401e-06,12058.1,12058.5,12058.1
1.402e-06,12058.1,12058.5,12058.1
1.403e-06,12058.1,12058.5,12058.1
1.404e-06,12058.1,12058.5,12058.1
1.405e-06,12058.1,12058.5,12058.1
1.406e-06,12058.1,12058.5,12058.1
1.407e-06,12058.1,12058.5,12058.1
1.408e-06,12058.1,12058.5,12058.1
1.409e-06,12058.1,12058.4,12058.1
1.41e-06,12058.1,12058.4,12058.1
1.411e-06,12058.1,12058.4,12058.1
1.412e-06,12058.1,12058.4,12058.1
1.413e-06,12058.1,12058.4,12058.1
1.414e-06,12058.1,12058.4,12058.1
1.415e-06,12058.1,12058.4,12058.1
1.416e-06,12058.1,12058.4,12058.1
1.417e-06,12058.1,12058.4,12058.1
1.418e-06,12058.1,12058.4,12058.1
1.419e-06,12058.1,12058.4,12058.1
1.42e-06,12058.1,12058.4,12058.1
1.421e-06,12058.1,12058.4,12058.1
1.422e-06,12058.1,12058.4,12058.1
1.423e-06,12058.1,12058.4,12058.1
1.424e-06,12058.1,12058.4,12058.1
1.425e-06,12058.1,12058.4,12058.1
1.426e-06,12058.1,12058.4,12058.1
1.427e-06,12058.1,12058.4,12058.1
1.428e-06,12058.1,12058.4,12058.1
1.429e-06,12058.1,12058.4,12058.1
1.43e-06,12058.1,12058.4,12058.1
1.431e-06,12058.1,12058.4,12058.1
1.432e-06,12058.1,12058.4,12058.1
1.433e-06,12058.1,12058.4,12058.1
1.434e-06,12058.1,12058.4,12058.1
1.435e-06,12058.1,12058.4,12058.1
1.436e-06,12058.1,12058.4,12058.1
1.437e-06,12058.1,12058.4,12058.1
1.438e-06,12058.1,12058.4,12058.1
1.439e-06,12058.1,12058.4,12058.1
1.44e-06,12058.1,12058.4,12058.1
1.441e-06,12058.1,12058.4,12058.1
1.442e-06,12058.1,12058.4,12058.1
1.443e-06,12058.1,12058.4,12058.1
1.444e-06,12058.1,12058.4,12058.1
1.445e-06,12058.1,12058.4,12058.1
1.446e-06,12058.1,12058.4,12058.1
1.447e-06,12058.1,12058.4,12058.1
1.448e-06,12058.1,12058.4,12058.1
1.449e-06,12058.1,12058.4,12058.1
1.45e-06,12058.1,12058.4,12058.1
1.451e-06,12058.1,12058.4,12058.1
1.452e-06,12058.1,12058.4,12058.1
1.453e-06,12058.1,12058.3,12058.1
1.454e-06,12058.1,12058.3,12058.1
1.455e-06,12058.2,12058.3,12058.1
1.456e-06,12058.2,12058.3,12058.1
1.457e-06,12058.2,12058.3,12058.1
1.458e-06,12058.2,12058.3,12058.1
1.459e-06,12058.2,12058.3,12058.1
1.46e-06,12058.2,12058.3,12058.1
1.461e-06,12058.2,12058.3,12058.1
1.462e-06,12058.2,12058.3,12058.1
1.463e-06,12058.2,12058.3,12058.1
1.464e-06,12058.2,12058.3,12058.1
1.465e-06,12058.2,12058.3,12058.1
1.466e-06,12058.2,12058.3,12058.1
1.467e-06,12058.2,12058.3,12058.1
1.468e-06,12058.2,12058.3,12058.1
1.469e-06,12058.2,12058.3,12058.1
1.47e-06,12058.2,12058.3,12058.1
1.471e-06,12058.2,12058.3,12058.1
1.472e-06,12058.2,12058.3,12058.1
1.473e-06,12058.2,12058.3,12058.1
1.474e-06,12058.2,12058.3,12058.1
1.475e-06,12058.2,12058.3,12058.1
1.476e-06,12058.2,12058.3,12058.1
1.477e-06,12058.2,12058.3,12058.1
1.478e-06,12058.2,12058.3,12058.1
1.479e-06,12058.2,12058.3,12058.1
1.48e-06,12058.2,12058.3,12058.1
1.481e-06,12058.2,12058.3,12058.1
1.482e-06,12058.2,12058.3,12058.1
1.483e-06,12058.2,12058.3,12058.1
1.484e-06,12058.2,12058.3,12058.1
1.485e-06,12058.2,12058.3,12058.1
1.486e-06,12058.2,12058.3,12058.1
1.487e-06,12058.2,12058.3,12058.1
1.488e-06,12058.2,12058.3,12058.1
1.489e-06,12058.2,12058.3,12058.1
1.49e-06,12058.2,12058.3,12058.1
1.491e-06,12058.2,12058.3,12058.1
1.492e-06,12058.2,12058.3,12058.1
1.493e-06,12058.2,12058.3,12058.1
1.494e-06,12058.2,12058.3,12058.1
1.495e-06,12058.2,12058.3,12058.1
1.496e-06,12058.2,12058.3,12058.1
1.497e-06,12058.2,12058.3,12058.1
1.498e-06,12058.2,12058.3,12058.1
1.499e-06,12058.2,12058.3,12058.1
1.5e-06,12058.2,12058.3,12058.2
1.501e-06,12058.2,12058.3,12058.2
1.502e-06,12058.2,12058.3,12058.2
1.503e-06,12058.2,12058.3,12058.2
1.504e-06,12058.2,12058.3,12058.2
1.505e-06,12058.2,12058.3,12058.2
1.506e-06,12058.2,12058.3,12058.2
1.507e-06,12058.2,12058.3,12058.2
1.508e-06,12058.2,12058.3,12058.2
1.509e-06,12058.2,12058.3,12058.2
1.51e-06,12058.2,12058.3,12058.2
1.511e-06,12058.2,12058.3,12058.2
1.512e-06,12058.2,12058.3,12058.2
1.513e-06,12058.2,12058.3,12058.2
1.514e-06,12058.2,12058.3,12058.2
1.515e-06,12058.2,12058.3,12058.2
1.516e-06,12058.2,12058.3,12058.2
1.517e-06,12058.2,12058.3,12058.2
1.518e-06,12058.2,12058.3,12058.2
1.519e-06,12058.2,12058.3,12058.2
1.52e-06,12058.2,12058.3,12058.2
1.521e-06,12058.2,12058.3,12058.2
1.522e-06,12058.2,12058.3,12058.2
1.523e-06,12058.2,12058.3,12058.2
1.524e-06,12058.2,12058.3,12058.2
1.525e-06,12058.2,12058.3,12058.2
1.526e-06,12058.2,12058.3,12058.2
1.527e-06,12058.2,12058.3,12058.2
1.528e-06,12058.2,12058.3,12058.2
1.529e-06,12058.2,12058.3,12058.2
1.53e-06,12058.2,12058.3,12058.2
1.531e-06,12058.2,12058.3,12058.2
1.532e-06,12058.2,12058.3,12058.2
1.533e-06,12058.2,12058.3,12058.2
1.534e-06,12058.2,12058.3,12058.2
1.535e-06,12058.2,12058.3,12058.2
1.536e-06,12058.2,12058.3,12058.2
1.537e-06,12058.2,12058.3,12058.2
1.538e-06,12058.2,12058.2,12058.2
1.539e-06,12058.2,12058.2,12058.2
1.54e-06,12058.2,12058.2,12058.2
1.541e-06,12058.2,12058.2,12058.2
1.542e-06,12058.2,12058.2,12058.2
1.543e-06,12058.2,12058.2,12058.2
1.544e-06,12058.2,12058.2,12058.2
1.545e-06,12058.2,12058.2,12058.2
1.546e-06,12058.2,12058.2,12058.2
1.547e-06,12058.2,12058.2,12058.2
1.548e-06,12058.2,12058.2,12058.2
1.549e-06,12058.2,12058.2,12058.2
1.55e-06,12058.2,12058.2,12058.2
1.551e-06,12058.2,12058.2,12058.2
1.552e-06,12058.2,12058.2,12058.2
1.553e-06,12058.2,12058.2,12058.2
1.554e-06,12058.2,12058.2,12058.2
1.555e-06,12058.2,12058.2,12058.2
1.556e-06,12058.2,12058.2,12058.2
1.557e-06,12058.2,12058.2,12058.2
1.558e-06,12058.2,12058.2,12058.2
1.559e-06,12058.2,12058.2,12058.2
1.56e-06,12058.2,12058.2,12058.2
1.561e-06,12058.2,12058.2,12058.2
1.562e-06,12058.2,12058.2,12058.2
1.563e-06,12058.2,12058.2,12058.2
1.564e-06,12058.2,12058.2,12058.2
1.565e-06,12058.2,12058.2,12058.2
1.566e-06,12058.2,12058.2,12058.2
1.567e-06,12058.2,12058.2,12058.2
1.568e-06,12058.2,12058.2,12058.2
1.569e-06,12058.2,12058.2,12058.2
1.57e-06,12058.2,12058.2,12058.2
1.571e-06,12058.2,12058.2,12058.2
1.572e-06,12058.2,12058.2,12058.2
1.573e-06,12058.2,12058.2,12058.2
1.574e-06,12058.2,12058.2,12058.2
1.575e-06,12058.2,12058.2,12058.2
1.576e-06,12058.2,12058.2,12058.2
1.577e-06,12058.2,12058.2,12058.2
1.578e-06,12058.2,12058.2,12058.2
1.579e-06,12058.2,12058.2,12058.2
1.58e-06,12058.2,12058.2,12058.2
1.581e-06,12058.2,12058.2,12058.2
1.582e-06,12058.2,12058.2,12058.2
1.583e-06,12058.2,12058.2,12058.2
1.584e-06,12058.2,12058.2,12058.2
1.585e-06,12058.2,12058.2,12058.2
1.586e-06,12058.2,12058.2,12058.2
1.587e-06,12058.2,12058.2,12058.2
1.588e-06,12058.2,12058.2,12058.2
1.589e-06,12058.2,12058.2,12058.2
1.59e-06,12058.2,12058.2,12058.2
1.591e-06,12058.2,12058.2,12058.2
1.592e-06,12058.2,12058.2,12058.2
1.593e-06,12058.2,12058.2,12058.2
1.594e-06,12058.2,12058.2,12058.2
1.595e-06,12058.2,12058.2,12058.2
1.596e-06,12058.2,12058.2,12058.2
1.597e-06,12058.2,12058.2,12058.2
1.598e-06,12058.2,12058.2,12058.2
1.599e-06,12058.2,12058.2,12058.2
1.6e-06,12058.2,12058.2,12058.2
1.601e-06,12058.2,12058.2,12058.2
1.602e-06,12058.2,12058.2,12058.2
1.603e-06,12058.2,12058.2,12058.2
1.604e-06,12058.2,12058.2,12058.2
1.605e-06,12058.2,12058.2,12058.2
1.606e-06,12058.2,12058.2,12058.2
1.607e-06,12058.2,12058.2,12058.2
1.608e-06,12058.2,12058.2,12058.2
1.609e-06,12058.2,12058.2,12058.2
1.61e-06,12058.2,12058.2,12058.2
1.611e-06,12058.2,12058.2,12058.2
1.612e-06,12058.2,12058.2,12058.2
1.613e-06,12058.2,12058.2,12058.2
1.614e-06,12058.2,12058.2,12058.2
1.615e-06,12058.2,12058.2,12058.2
1.616e-06,12058.2,12058.2,12058.2
1.617e-06,12058.2,12058.2,12058.2
1.618e-06,12058.2,12058.2,12058.2
1.619e-06,12058.2,12058.2,12058.2
1.62e-06,12058.2,12058.2,12058.2
1.621e-06,12058.2,12058.2,12058.2
1.622e-06,12058.2,12058.2,12058.2
1.623e-06,12058.2,12058.2,12058.2
1.624e-06,12058.2,12058.2,12058.2
1.625e-06,12058.2,12058.2,12058.2
1.626e-06,12058.2,12058.2,12058.2
1.627e-06,12058.2,12058.2,12058.2
1.628e-06,12058.2,12058.2,12058.2
1.629e-06,12058.2,12058.2,12058.2
1.63e-06,12058.2,12058.2,12058.2
1.631e-06,12058.2,12058.2,12058.2
1.632e-06,12058.2,12058.2,12058.2
1.633e-06,12058.2,12058.2,12058.2
1.634e-06,12058.2,12058.2,12058.2
1.635e-06,12058.2,12058.2,12058.2
1.636e-06,12058.2,12058.2,12058.2
1.637e-06,12058.2,12058.2,12058.2
1.638e-06,12058.2,12058.2,12058.2
1.639e-06,12058.2,12058.2,12058.2
1.64e-06,12058.2,12058.2,12058.2
1.641e-06,12058.2,12058.2,12058.2
1.642e-06,12058.2,12058.2,12058.2
1.643e-06,12058.2,12058.2,12058.2
1.644e-06,12058.2,12058.2,12058.2
1.645e-06,12058.2,12058.2,12058.2
1.646e-06,12058.2,12058.2,12058.2
1.647e-06,12058.2,12058.2,12058.2
1.648e-06,12058.2,12058.2,12058.2
1.649e-06,12058.2,12058.2,12058.2
1.65e-06,12058.2,12058.2,12058.2
1.651e-06,12058.2,12058.2,12058.2
1.652e-06,12058.2,12058.2,12058.2
1.653e-06,12058.2,12058.2,12058.2
1.654e-06,12058.2,12058.2,12058.2
1.655e-06,12058.2,12058.2,12058.2
1.656e-06,12058.2,12058.2,12058.2
1.657e-06,12058.2,12058.2,12058.2
1.658e-06,12058.2,12058.2,12058.2
1.659e-06,12058.2,12058.2,12058.2
1.66e-06,12058.2,12058.2,12058.2
1.661e-06,12058.2,12058.2,12058.2
1.662e-06,12058.2,12058.2,12058.2
1.663e-06,12058.2,12058.2,12058.2
1.664e-06,12058.2,12058.2,12058.2
1.665e-06,12058.2,12058.2,12058.2
1.666e-06,12058.2,12058.2,12058.2
1.667e-06,12058.2,12058.2,12058.2
1.668e-06,12058.2,12058.2,12058.2
1.669e-06,12058.2,12058.2,12058.2
1.67e-06,12058.2,12058.2,12058.2
1.671e-06,12058.2,12058.2,12058.2
1.672e-06,12058.2,12058.2,12058.2
1.673e-06,12058.2,12058.2,12058.2
1.674e-06,12058.2,12058.2,12058.2
1.675e-06,12058.2,12058.2,12058.2
1.676e-06,12058.2,12058.2,12058.2
1.677e-06,12058.2,12058.2,12058.2
1.678e-06,12058.2,12058.2,12058.2
1.679e-06,12058.2,12058.2,12058.2
1.68e-06,12058.2,12058.2,12058.2
1.681e-06,12058.2,12058.2,12058.2
1.682e-06,12058.2,12058.2,12058.2
1.683e-06,12058.2,12058.2,12058.2
1.684e-06,12058.2,12058.2,12058.2
1.685e-06,12058.2,12058.2,12058.2
1.686e-06,12058.2,12058.2,12058.2
1.687e-06,12058.2,12058.2,12058.2
1.688e-06,12058.2,12058.2,12058.2
1.689e-06,12058.2,12058.2,12058.2
1.69e-06,12058.2,12058.2,12058.2
1.691e-06,12058.2,12058.2,12058.2
1.692e-06,12058.2,12058.2,12058.2
1.693e-06,12058.2,12058.2,12058.2
1.694e-06,12058.2,12058.2,12058.2
1.695e-06,12058.2,12058.2,12058.2
1.696e-06,12058.2,12058.2,12058.2
1.697e-06,12058.2,12058.2,12058.2
1.698e-06,12058.2,12058.2,12058.2
1.699e-06,12058.2,12058.2,12058.2
1.7e-06,12058.2,12058.2,12058.2
1.701e-06,12058.2,12058.2,12058.2
1.702e-06,12058.2,12058.2,12058.2
1.703e-06,12058.2,12058.2,12058.2
1.704e-06,12058.2,12058.2,12058.2
1.705e-06,12058.2,12058.2,12058.2
1.706e-06,12058.2,12058.2,12058.2
1.707e-06,12058.2,12058.2,12058.2
1.708e-06,12058.2,12058.2,12058.2
1.709e-06,12058.2,12058.2,12058.2
1.71e-06,12058.2,12058.2,12058.2
1.711e-06,12058.2,12058.2,12058.2
1.712e-06,12058.2,12058.2,12058.2
1.713e-06,12058.2,12058.2,12058.2
1.714e-06,12058.2,12058.2,12058.2
1.715e-06,12058.2,12058.2,12058.2
1.716e-06,12058.2,12058.2,12058.2
1.717e-06,12058.2,12058.2,12058.2
1.718e-06,12058.2,12058.2,12058.2
1.719e-06,12058.2,12058.2,12058.2
1.72e-06,12058.2,12058.2,12058.2
1.721e-06,12058.2,12058.2,12058.2
1.722e-06,12058.2,12058.2,12058.2
1.723e-06,12058.2,12058.2,12058.2
1.724e-06,12058.2,12058.2,12058.2
1.725e-06,12058.2,12058.2,12058.2
1.726e-06,12058.2,12058.2,12058.2
1.727e-06,12058.2,12058.2,12058.2
1.728e-06,12058.2,12058.2,12058.2
1.729e-06,12058.2,12058.2,12058.2
1.73e-06,12058.2,12058.2,12058.2
1.731e-06,12058.2,12058.2,12058.2
1.732e-06,12058.2,12058.2,12058.2
1.733e-06,12058.2,12058.2,12058.2
1.734e-06,12058.2,12058.2,12058.2
1.735e-06,12058.2,12058.2,12058.2
1.736e-06,12058.2,12058.2,12058.2
1.737e-06,12058.2,12058.2,12058.2
1.738e-06,12058.2,12058.2,12058.2
1.739e-06,12058.2,12058.2,12058.2
1.74e-06,12058.2,12058.2,12058.2
1.741e-06,12058.2,12058.2,12058.2
1.742e-06,12058.2,12058.2,12058.2
1.743e-06,12058.2,12058.2,12058.2
1.744e-06,12058.2,12058.2,12058.2
1.745e-06,12058.2,12058.2,12058.2
1.746e-06,12058.2,12058.2,12058.2
1.747e-06,12058.2,12058.2,12058.2
1.748e-06,12058.2,12058.2,12058.2
1.749e-06,12058.2,12058.2,12058.2
1.75e-06,12058.2,12058.2,12058.2
1.751e-06,12058.2,12058.2,12058.2
1.752e-06,12058.2,12058.2,12058.2
1.753e-06,12058.2,12058.2,12058.2
1.754e-06,12058.2,12058.2,12058.2
1.755e-06,12058.2,12058.2,12058.2
1.756e-06,12058.2,12058.2,12058.2
1.757e-06,12058.2,12058.2,12058.2
1.758e-06,12058.2,12058.2,12058.2
1.759e-06,12058.2,12058.2,12058.2
1.76e-06,12058.2,12058.2,12058.2
1.761e-06,12058.2,12058.2,12058.2
1.762e-06,12058.2,12058.2,12058.2
1.763e-06,12058.2,12058.2,12058.2
1.764e-06,12058.2,12058.2,12058.2
1.765e-06,12058.2,12058.2,12058.2
1.766e-06,12058.2,12058.2,12058.2
1.767e-06,12058.2,12058.2,12058.2
1.768e-06,12058.2,12058.2,12058.2
1.769e-06,12058.2,12058.2,12058.2
1.77e-06,12058.2,12058.2,12058.2
1.771e-06,12058.2,12058.2,12058.2
1.772e-06,12058.2,12058.2,12058.2
1.773e-06,12058.2,12058.2,12058.2
1.774e-06,12058.2,12058.2,12058.2
1.775e-06,12058.2,12058.2,12058.2
1.776e-06,12058.2,12058.2,12058.2
1.777e-06,12058.2,12058.2,12058.2
1.778e-06,12058.2,12058.2,12058.2
1.779e-06,12058.2,12058.2,12058.2
1.78e-06,12058.2,12058.2,12058.2
1.781e-06,12058.2,12058.2,12058.2
1.782e-06,12058.2,12058.2,12058.2
1.783e-06,12058.2,12058.2,12058.2
1.784e-06,12058.2,12058.2,12058.2
1.785e-06,12058.2,12058.2,12058.2
1.786e-06,12058.2,12058.2,12058.2
1.787e-06,12058.2,12058.2,12058.2
1.788e-06,12058.2,12058.2,12058.2
1.789e-06,12058.2,12058.2,12058.2
1.79e-06,12058.2,12058.2,12058.2
1.791e-06,12058.2,12058.2,12058.2
1.792e-06,12058.2,12058.2,12058.2
1.793e-06,12058.2,12058.2,12058.2
1.794e-06,12058.2,12058.2,12058.2
1.795e-06,12058.2,12058.2,12058.2
1.796e-06,12058.2,12058.2,12058.2
1.797e-06,12058.2,12058.2,12058.2
1.798e-06,12058.2,12058.2,12058.2
1.799e-06,12058.2,12058.2,12058.2
1.8e-06,12058.2,12058.2,12058.2
1.801e-06,12058.2,12058.2,12058.2
1.802e-06,12058.2,12058.2,12058.2
1.803e-06,12058.2,12058.2,12058.2
1.804e-06,12058.2,12058.2,12058.2
1.805e-06,12058.2,12058.2,12058.2
1.806e-06,12058.2,12058.2,12058.2
1.807e-06,12058.2,12058.2,12058.2
1.808e-06,12058.2,12058.2,12058.2
1.809e-06,12058.2,12058.2,12058.2
1.81e-06,12058.2,12058.2,12058.2
1.811e-06,12058.2,12058.2,12058.2
1.812e-06,12058.2,12058.2,12058.2
1.813e-06,12058.2,12058.2,12058.2
1.814e-06,12058.2,12058.2,12058.2
1.815e-06,12058.2,12058.2,12058.2
1.816e-06,12058.2,12058.2,12058.2
1.817e-06,12058.2,12058.2,12058.2
1.818e-06,12058.2,12058.2,12058.2
1.819e-06,12058.2,12058.2,12058.2
1.82e-06,12058.2,12058.2,12058.2
1.821e-06,12058.2,12058.2,12058.2
1.822e-06,12058.2,12058.2,12058.2
1.823e-06,12058.2,12058.2,12058.2
1.824e-06,12058.2,12058.2,12058.2
1.825e-06,12058.2,12058.2,12058.2
1.826e-06,12058.2,12058.2,12058.2
1.827e-06,12058.2,12058.2,12058.2
1.828e-06,12058.2,12058.2,12058.2
1.829e-06,12058.2,12058.2,12058.2
1.83e-06,12058.2,12058.2,12058.2
1.831e-06,12058.2,12058.2,12058.2
1.832e-06,12058.2,12058.2,12058.2
1.833e-06,12058.2,12058.2,12058.2
1.834e-06,12058.2,12058.2,12058.2
1.835e-06,12058.2,12058.2,12058.2
1.836e-06,12058.2,12058.2,12058.2
1.837e-06,12058.2,12058.2,12058.2
1.838e-06,12058.2,12058.2,12058.2
1.839e-06,12058.2,12058.2,12058.2
1.84e-06,12058.2,12058.2,12058.2
1.841e-06,12058.2,12058.2,12058.2
1.842e-06,12058.2,12058.2,12058.2
1.843e-06,12058.2,12058.2,12058.2
1.844e-06,12058.2,12058.2,12058.2
1.845e-06,12058.2,12058.2,12058.2
1.846e-06,12058.2,12058.2,12058.2
1.847e-06,12058.2,12058.2,12058.2
1.848e-06,12058.2,12058.2,12058.2
1.849e-06,12058.2,12058.2,12058.2
1.85e-06,12058.2,12058.2,12058.2
1.851e-06,12058.2,12058.2,12058.2
1.852e-06,12058.2,12058.2,12058.2
1.853e-06,12058.2,12058.2,12058.2
1.854e-06,12058.2,12058.2,12058.2
1.855e-06,12058.2,12058.2,12058.2
1.856e-06,12058.2,12058.2,12058.2
1.857e-06,12058.2,12058.2,12058.2
1.858e-06,12058.2,12058.2,12058.2
1.859e-06,12058.2,12058.2,12058.2
1.86e-06,12058.2,12058.2,12058.2
1.861e-06,12058.2,12058.2,12058.2
1.862e-06,12058.2,12058.2,12058.2
1.863e-06,12058.2,12058.2,12058.2
1.864e-06,12058.2,12058.2,12058.2
1.865e-06,12058.2,12058.2,12058.2
1.866e-06,12058.2,12058.2,12058.2
1.867e-06,12058.2,12058.2,12058.2
1.868e-06,12058.2,12058.2,12058.2
1.869e-06,12058.2,12058.2,12058.2
1.87e-06,12058.2,12058.2,12058.2
1.871e-06,12058.2,12058.2,12058.2
1.872e-06,12058.2,12058.2,12058.2
1.873e-06,12058.2,12058.2,12058.2
1.874e-06,12058.2,12058.2,12058.2
