x,p,U_0,U_1,U_2
-5,23926.9,0,0,0
-4.94975,23927,2.29396,0,0
-4.8995,23929.1,4.60995,0,0
-4.84925,23931.1,6.92569,0,0
-4.79899,23926.1,9.22436,0,0
-4.74874,23921.4,11.5239,0,0
-4.69849,23928,13.8593,0,0
-4.64824,23933.8,16.1932,0,0
-4.59799,23919.4,18.4851,0,0
-4.54774,23906.5,20.7801,0,0
-4.49749,23925.3,23.1406,0,0
-4.44724,23941.1,25.4945,0,0
-4.39698,23905.2,27.7343,0,0
-4.34673,23874.8,29.9849,0,0
-4.29648,23925,32.3919,0,0
-4.24623,23965.1,34.7818,0,0
-4.19598,23881,36.9614,0,0
-4.14573,23813.4,39.1655,0,0
-4.09548,23923.4,41.6336,0,0
-4.04523,24008,44.0683,0,0
-3.99497,23850.8,46.1844,0,0
-3.94472,23729.5,48.336,0,0
-3.89447,23913.6,50.7907,0,0
-3.84422,24050,53.2128,0,0
-3.79397,23820,55.3845,0,0
-3.74372,23648.2,57.5831,0,0
-3.69347,23883.7,59.9691,0,0
-3.64322,24052.5,62.3469,0,0
-3.59296,23794.6,64.6721,0,0
-3.54271,23608,66.9922,0,0
-3.49246,23842.4,69.2821,0,0
-3.44221,24004.4,71.5944,0,0
-3.39196,23771.6,74.0283,0,0
-3.34171,23608.7,76.4235,0,0
-3.29146,23799.7,78.6223,0,0
-3.24121,23925.9,80.8693,0,0
-3.19095,23746.2,83.3433,0,0
-3.1407,23623.9,85.7644,0,0
-3.09045,23754,87.9526,0,0
-3.0402,23834.7,90.1961,0,0
-2.98995,23711.4,92.6676,0,0
-2.9397,23628.8,95.088,0,0
-2.88945,23704.1,97.31,0,0
-2.8392,23746.4,99.5787,0,0
-2.78894,23668,102.018,0,0
-2.73869,23615.3,104.417,0,0
-2.68844,23651,106.681,0,0
-2.63819,23666.8,108.977,0,0
-2.58794,23617.3,111.377,0,0
-2.53769,23582.7,113.751,0,0
-2.48744,23594.1,116.044,0,0
-2.43719,23594.3,118.359,0,0
-2.38693,23561.5,120.734,0,0
-2.33668,23536.8,123.094,0,0
-2.28643,23534.5,125.409,0,0
-2.23618,23526.2,127.735,0,0
-2.18593,23502.2,130.09,0,0
-2.13568,23482.1,132.437,0,0
-2.08543,23471.8,134.761,0,0
-2.03518,23458.4,137.09,0,0
-1.98492,23437.2,139.43,0,0
-1.93467,23418.3,141.767,0,0
-1.88442,23404.3,144.093,0,0
-1.83417,23388.5,146.422,0,0
-1.78392,23368.8,148.754,0,0
-1.73367,23350.7,151.085,0,0
-1.68342,23335.7,153.41,0,0
-1.63317,23319.1,155.732,0,0
-1.58291,23299.5,158.05,0,0
-1.53266,23281.6,160.365,0,0
-1.48241,23266.6,162.678,0,0
-1.43216,23249.9,164.991,0,0
-1.38191,23230.3,167.304,0,0
-1.33166,23211.4,169.613,0,0
-1.28141,23193.9,171.917,0,0
-1.23116,23175.1,174.215,0,0
-1.1809,23154.3,176.506,0,0
-1.13065,23136.8,178.796,0,0
-1.0804,23124.7,181.085,0,0
-1.03015,23112.5,183.384,0,0
-0.979899,23100,185.7,0,0
-0.929648,23084.3,187.965,0,0
-0.879397,23063.8,190.157,0,0
-0.829146,23051.1,192.359,0,0
-0.778894,23049.3,194.577,0,0
-0.728643,23045.6,196.796,0,0
-0.678392,23039.4,199.018,0,0
-0.628141,23038.6,201.183,0,0
-0.577889,23044.7,203.274,0,0
-0.527638,23052.4,205.274,0,0
-0.477387,23061.9,207.161,0,0
-0.427136,23081.5,208.894,0,0
-0.376884,23113.1,210.444,0,0
-0.326633,23168.7,211.896,0,0
-0.276382,23251.7,213.233,0,0
-0.226131,23354.1,214.48,0,0
-0.175879,23477.9,215.627,0,0
-0.125628,23592.4,216.607,0,0
-0.0753769,23697,217.409,0,0
-0.0251256,23808.2,218.166,0,0
0.0251256,23926.1,218.875,0,0
0.0753769,24069,219.847,0,0
0.125628,24236.7,221.077,0,0
0.175879,24389.6,222.388,0,0
0.226131,24528.8,223.776,0,0
0.276382,24663.7,225.043,0,0
0.326633,24795,226.198,0,0
0.376884,24898,227.264,0,0
0.427136,24976.5,228.251,0,0
0.477387,25057.3,229.247,0,0
0.527638,25139.9,230.25,0,0
0.577889,25713,225.509,0,0
0.628141,26679.4,216.162,0,0
0.678392,35582.5,160.592,0,0
0.728643,50596.2,69.4328,0,0
0.778894,65126.2,6.1341,0,0
0.829146,79298.6,-36.5725,0,0
0.879397,84803.1,-55.8692,0,0
0.929648,84158.5,-58.5589,0,0
0.979899,84209.3,-56.3116,0,0
1.03015,84733.3,-50.7039,0,0
1.0804,85820.6,-44.7218,0,0
1.13065,87275.8,-38.4952,0,0
1.1809,87398.6,-36.1925,0,0
1.23116,86687.2,-36.3462,0,0
1.28141,87360.7,-35.0258,0,0
1.33166,88865.1,-32.8211,0,0
1.38191,87408.3,-31.8183,0,0
1.43216,84249.4,-31.5064,0,0
1.48241,85345.9,-28.6639,0,0
1.53266,88784.6,-24.4284,0,0
1.58291,89053.3,-18.7162,0,0
1.63317,87652.4,-12.2262,0,0
1.68342,90508.7,-6.37132,0,0
1.73367,95509.7,-0.836462,0,0
1.78392,97976.4,4.9467,0,0
1.83417,99223.1,10.8494,0,0
1.88442,99750.7,10.6714,0,0
1.93467,99947.6,7.69704,0,0
1.98492,101648,7.50132,0,0
2.03518,104007,8.52499,0,0
2.08543,100995,6.62015,0,0
2.13568,95736,3.48991,0,0
2.18593,96967.4,1.75474,0,0
2.23618,100786,0.575659,0,0
2.28643,98394.1,1.50025,0,0
2.33668,93646.2,3.22278,0,0
2.38693,94587.5,2.367,0,0
2.43719,97580,0.58162,0,0
2.48744,97604.5,1.24625,0,0
2.53769,96613.1,2.74946,0,0
2.58794,96888.5,0.116147,0,0
2.63819,97574.9,-3.85949,0,0
2.68844,98833.2,-5.332,0,0
2.73869,100267,-6.03559,0,0
2.78894,99310,-6.20553,0,0
2.8392,97658.7,-6.22054,0,0
2.88945,97979.4,-4.95496,0,0
2.9397,98840.1,-3.33865,0,0
2.98995,97515.4,-0.662759,0,0
3.0402,95627.2,2.28635,0,0
3.09045,95617.8,3.69171,0,0
3.1407,96063.6,4.72311,0,0
3.19095,96131.6,5.55699,0,0
3.24121,96113.8,6.34603,0,0
3.29146,96455.7,5.51905,0,0
3.34171,96873.9,4.34927,0,0
3.39196,97412.3,2.26741,0,0
3.44221,97974.5,0.00532961,0,0
3.49246,98448.2,-0.815579,0,0
3.54271,98905.6,-1.37213,0,0
3.59296,98704.1,-0.815697,0,0
3.64322,98391,-0.0705134,0,0
3.69347,98193.8,-0.0721723,0,0
3.74372,98014.8,-0.19039,0,0
3.79397,97187.9,-0.365414,0,0
3.84422,96268.5,-0.548552,0,0
3.89447,96105.8,-1.97608,0,0
3.94472,96041.4,-3.56532,0,0
3.99497,96303.9,-5.03051,0,0
4.04523,96604.7,-6.48115,0,0
4.09548,97419.9,-5.87269,0,0
4.14573,98289.1,-5.04807,0,0
4.19598,98074.2,-3.20638,0,0
4.24623,97758.6,-1.2702,0,0
4.29648,98398.3,1.32804,0,0
4.34673,99115.4,3.97996,0,0
4.39698,98480.2,5.45721,0,0
4.44724,97750.9,6.85279,0,0
4.49749,98122.6,6.40501,0,0
4.54774,98558.3,5.84995,0,0
4.59799,97823.9,4.10872,0,0
4.64824,97034.4,2.31161,0,0
4.69849,97237.6,0.0116416,0,0
4.74874,97476.8,-2.30656,0,0
4.79899,97075.1,-3.15458,0,0
4.84925,96657,-3.9649,0,0
4.8995,96769.9,-3.06635,0,0
4.94975,96890.9,-2.14177,0,0
5,96891.5,0,0,0
