x,p,U_0,U_1,U_2
-5,100000,0,0,0
-4.94975,100000,-4.90504e-14,0,0
-4.8995,100000,-4.72307e-14,0,0
-4.84925,100000,-4.4049e-14,0,0
-4.79899,100000,4.85676e-14,0,0
-4.74874,100000,1.38608e-13,0,0
-4.69849,100000,1.28194e-13,0,0
-4.64824,100000,1.16242e-13,0,0
-4.59799,100000,6.18889e-14,0,0
-4.54774,100000,9.24293e-15,0,0
-4.49749,100000,-7.17774e-15,0,0
-4.44724,100000,5.31022e-13,0,0
-4.39698,100000,1.05986e-11,0,0
-4.34673,100000,3.29792e-10,0,0
-4.29648,100000,5.09565e-09,0,0
-4.24623,100000,1.31175e-07,0,0
-4.19598,100000,1.75345e-06,0,0
-4.14573,100000,3.00026e-05,0,0
-4.09548,99999.9,0.000344882,0,0
-4.04523,99999.3,0.00299399,0,0
-3.99497,99992.6,0.0278797,0,0
-3.94472,99967,0.107719,0,0
-3.89447,99781.3,0.65597,0,0
-3.84422,99487.9,1.49289,0,0
-3.79397,98366.5,4.55132,0,0
-3.74372,97114.3,7.96206,0,0
-3.69347,94946.3,13.839,0,0
-3.64322,92781,19.7426,0,0
-3.59296,90633.1,25.8172,0,0
-3.54271,88552.8,31.7361,0,0
-3.49246,86870.7,36.7368,0,0
-3.44221,85240.2,41.6071,0,0
-3.39196,83890.8,45.7666,0,0
-3.34171,82568.2,49.8596,0,0
-3.29146,81381.4,53.6165,0,0
-3.24121,80207.2,57.348,0,0
-3.19095,79092.9,60.9602,0,0
-3.1407,77985.3,64.5659,0,0
-3.09045,76907.7,68.1427,0,0
-3.0402,75835.2,71.7192,0,0
-2.98995,74783.6,75.295,0,0
-2.9397,73737,78.8721,0,0
-2.88945,72709.4,82.4546,0,0
-2.8392,71686.7,86.0384,0,0
-2.78894,70681.8,89.6267,0,0
-2.73869,69682.5,93.2175,0,0
-2.68844,68702.5,96.8164,0,0
-2.63819,67726.6,100.415,0,0
-2.58794,66763.4,104.014,0,0
-2.53769,65808.9,107.62,0,0
-2.48744,64881.2,111.247,0,0
-2.43719,63951,114.865,0,0
-2.38693,63013.6,118.453,0,0
-2.33668,62100.5,122.067,0,0
-2.28643,61255,125.752,0,0
-2.23618,60377.8,129.385,0,0
-2.18593,59417,132.88,0,0
-2.13568,58537.8,136.463,0,0
-2.08543,57863,140.267,0,0
-2.03518,57064.8,143.922,0,0
-1.98492,55971.6,147.22,0,0
-1.93467,55092.2,150.712,0,0
-1.88442,54700,154.648,0,0
-1.83417,54021.9,158.365,0,0
-1.78392,52722,161.606,0,0
-1.73367,51790.9,165.009,0,0
-1.68342,51625.5,168.752,0,0
-1.63317,51080.1,172.448,0,0
-1.58291,49780.2,176.052,0,0
-1.53266,48853.4,179.542,0,0
-1.48241,48635.1,182.814,0,0
-1.43216,48109.6,186.281,0,0
-1.38191,47026,190.1,0,0
-1.33166,46209.5,193.726,0,0
-1.28141,45858,197.016,0,0
-1.23116,45297.2,200.495,0,0
-1.1809,44387.4,204.288,0,0
-1.13065,43642.9,207.883,0,0
-1.0804,43162.3,211.161,0,0
-1.03015,42582.6,214.656,0,0
-0.979899,41851,218.483,0,0
-0.929648,41193.8,222.17,0,0
-0.879397,40645.9,225.652,0,0
-0.829146,40056.6,229.216,0,0
-0.778894,39409.1,232.897,0,0
-0.728643,38797.5,236.51,0,0
-0.678392,38234.5,240.032,0,0
-0.628141,37671.9,243.62,0,0
-0.577889,37109.9,247.293,0,0
-0.527638,36538.1,250.772,0,0
-0.477387,35953.9,254.007,0,0
-0.427136,35432.1,257.412,0,0
-0.376884,34984.7,261.019,0,0
-0.326633,34540.8,264.595,0,0
-0.276382,34100.7,268.136,0,0
-0.226131,33669.9,271.494,0,0
-0.175879,33249.4,274.648,0,0
-0.125628,32772.1,277.026,0,0
-0.0753769,32234.6,278.582,0,0
-0.0251256,31825.4,280.047,0,0
0.0251256,31547,281.421,0,0
0.0753769,31422.2,282.581,0,0
0.125628,31447.9,283.532,0,0
0.175879,31633.4,284.769,0,0
0.226131,31969.3,286.275,0,0
0.276382,32182.3,287.074,0,0
0.326633,32284,287.235,0,0
0.376884,32064.8,285.245,0,0
0.427136,31566.7,281.386,0,0
0.477387,31274,279.028,0,0
0.527638,31152.8,277.924,0,0
0.577889,31312.3,278.727,0,0
0.628141,31697,281.06,0,0
0.678392,32102.9,284.202,0,0
0.728643,32525,287.967,0,0
0.778894,32662.2,289.546,0,0
0.829146,32588.9,289.509,0,0
0.879397,32102.1,285.931,0,0
0.929648,31321.9,279.841,0,0
0.979899,31001.4,276.96,0,0
1.03015,30993.8,276.263,0,0
1.0804,31249.3,277.631,0,0
1.13065,31676.6,280.345,0,0
1.1809,32091.8,283.852,0,0
1.23116,32499.6,287.856,0,0
1.28141,32600.1,289.277,0,0
1.33166,32516.3,289.149,0,0
