Time (s),Temperature_tr
0.0,10000.0
1e-09,9996.79
2e-09,9993.58
3e-09,9990.38
4e-09,9987.19
5e-09,9984.01
6e-09,9980.84
7e-09,9977.67
8e-09,9974.51
9e-09,9971.36
1.1e-08,9965.08
1.4e-08,9955.72
1.6e-08,9949.52
2e-08,9937.2
2.2e-08,9931.09
2.6e-08,9918.95
2.9e-08,9909.92
3.4e-08,9895.02
3.7e-08,9886.16
4.4e-08,9865.74
5.2e-08,9842.8
5.7e-08,9828.67
6.8e-08,9798.16
7.4e-08,9781.84
8.1e-08,9763.07
1.05e-07,9700.89
1.14e-07,9678.39
1.35e-07,9627.55
1.48e-07,9597.17
1.76e-07,9534.41
1.91e-07,9502.2
2.27e-07,9428.61
2.7e-07,9346.95
3.21e-07,9257.87
3.48e-07,9213.75
3.81e-07,9162.44
4.5e-07,9063.4
5.35e-07,8954.58
5.86e-07,8895.23
6.97e-07,8778.96
7.57e-07,8722.42
9e-07,8602.27
1.07e-06,8480.97
1.273e-06,8359.29
1.502e-06,8244.63
1.956e-06,8066.09
2.326e-06,7953.0
2.526e-06,7900.41
3.004e-06,7792.6
3.887e-06,7638.56
4.617e-06,7539.11
5.032e-06,7490.14
5.94e-06,7396.79
6.503e-06,7346.24
7.793e-06,7245.91
8.587e-06,7192.51
1.0501e-05,7083.19
1.1613e-05,7029.61
1.2843e-05,6977.05
1.5707e-05,6875.86
1.737e-05,6827.49
1.9209e-05,6780.66
2.2941e-05,6701.62
2.6275e-05,6643.88
3.0094e-05,6587.98
3.4467e-05,6533.45
3.9476e-05,6479.9
4.5212e-05,6427.06
5.1783e-05,6374.77
5.9308e-05,6322.99
6.7926e-05,6271.74
7.7798e-05,6221.04
8.9103e-05,6170.98
0.000102052,6121.57
0.000116882,6072.85
0.000133868,6024.83
0.000153321,5977.54
0.000175602,5930.98
0.000201121,5885.14
0.000263822,5795.61
0.000302161,5751.9
0.000346072,5708.88
0.000396363,5666.54
0.000453964,5624.85
0.000519934,5583.82
0.000595491,5543.42
0.000679657,5504.64
0.000756463,5473.67
0.000869749,5433.84
0.001,5394.62
